"id","Protein.Name","Accession.Number","Molecular.Weight","Identified.Peptide.Count","Protein.Group.Score","Quantitative.Value","Kinter_120720_DIA_Pool_1.mzML","Kinter_120720_DIA_Pool_2.mzML","Kinter_120720_DIA_Pool_3.mzML","Kinter_120720_DIA_Sample_01_Q11_1D.mzML","Kinter_120720_DIA_Sample_02_Q11_2D.mzML","Kinter_120720_DIA_Sample_03_Q11_3D.mzML","Kinter_120720_DIA_Sample_04_Q11_3D_20210220114346.mzML","Kinter_120720_DIA_Sample_05_Q12_1D.mzML","Kinter_120720_DIA_Sample_06_Q12_2D.mzML","Kinter_120720_DIA_Sample_07_Q12_3D.mzML","Kinter_120720_DIA_Sample_08_Q12_3D_20210220125525.mzML","Kinter_120720_DIA_Sample_09_Q13_1D.mzML","Kinter_120720_DIA_Sample_10_Q13_2D.mzML","Kinter_120720_DIA_Sample_11_Q13_3D.mzML","Kinter_120720_DIA_Sample_12_Q13_3D_20210220140656.mzML","Kinter_120720_DIA_Sample_14_Q14_1D.mzML","Kinter_120720_DIA_Sample_15_Q14_2D.mzML","Kinter_120720_DIA_Sample_16_Q14_3D.mzML","Kinter_120720_DIA_Sample_17_Q15_1D.mzML","Kinter_120720_DIA_Sample_18_Q15_2D.mzML","Kinter_120720_DIA_Sample_19_Q15_3D.mzML","Kinter_120720_DIA_Sample_20_R71_1D.mzML","Kinter_120720_DIA_Sample_21_R71_2D.mzML","Kinter_120720_DIA_Sample_22_R71_3D.mzML","Kinter_120720_DIA_Sample_23_R72_1D.mzML","Kinter_120720_DIA_Sample_24_R72_2D.mzML","Kinter_120720_DIA_Sample_25_R72_3D.mzML","Kinter_120720_DIA_Sample_26_R73_1D.mzML","Kinter_120720_DIA_Sample_27_R73_2D.mzML","Kinter_120720_DIA_Sample_28_R73_3D.mzML","Kinter_120720_DIA_Sample_29_R74_1D.mzML","Kinter_120720_DIA_Sample_30_R74_2D.mzML","Kinter_120720_DIA_Sample_31_R74_3D.mzML","Kinter_120720_DIA_Sample_32_R75_1D.mzML","Kinter_120720_DIA_Sample_33_R75_2D.mzML","Kinter_120720_DIA_Sample_34_R75_3D.mzML"
"2514","sp|Q8BV13|CSN7B_MOUSE COP9 signalosome complex subunit 7b OS=Mus musculus OX=10090 GN=Cops7b PE=1 SV=1","sp|Q8BV13|CSN7B_MOUSE","30 kDa",2,0.99461028,0,68188.2,30139.07,41205.61,554099.2,268725.8,147818.7,1164047,77100.01,124624.5,43619.81,119693,102520.2,99871.51,54228.92,47577.6,202951.7,60521.54,53755.1,78976.28,144600.4,85500.41,128484.7,152400.1,89929.02,88761.68,85305.75,39913.87,114990.8,103332.7,97536.19,82025.88,79600.12,36145.95,62610.21,59814.09,77658.7
"2515","sp|P62313|LSM6_MOUSE U6 snRNA-associated Sm-like protein LSm6 OS=Mus musculus OX=10090 GN=Lsm6 PE=1 SV=1","sp|P62313|LSM6_MOUSE","9 kDa",2,0.99460285,0,1895288,1983298,2064727,3004556,2603004,3055650,4993491,2743066,2171432,1085302,1630001,2468392,2533386,1586702,2048098,2263218,2463229,1907997,1963872,1991514,1942658,2737106,2616227,2025276,2272857,1894942,1996056,1696544,1550462,1769210,1494612,1917136,2014341,1769818,1672633,1812167
"2516","sp|P30681|HMGB2_MOUSE High mobility group protein B2 OS=Mus musculus OX=10090 GN=Hmgb2 PE=1 SV=3","sp|P30681|HMGB2_MOUSE","24 kDa",2,0.99458542,0,550458.5,416070.4,490892.2,1738101,1071062,1434344,2649209,662464.6,590923.3,188137,453107.6,664886.8,591226.4,184796.8,538935.6,483965.6,442031.7,298878,747681.8,709864.3,358592.9,490711.2,366275.2,326814.1,434978,418189.6,335466.8,386764.2,477715.3,351074,435852.9,381556.8,387354.4,521060.8,461118.6,386238.4
"2517","sp|P35980|RL18_MOUSE 60S ribosomal protein L18 OS=Mus musculus OX=10090 GN=Rpl18 PE=1 SV=3","sp|P35980|RL18_MOUSE","22 kDa",4,0.99457505,0,18411980,20903690,14243620,32933630,26743950,18452230,32723780,19938920,18551510,8553468,12062310,22252500,21514640,10613050,14198240,25951620,23182330,13391440,22176980,20807260,14161640,24839730,22983790,17237660,22191450,20690710,15147660,14367780,13128610,8772663,16134770,13599930,11050380,21621280,21171440,15136900
"2518","sp|O88447|KLC1_MOUSE Kinesin light chain 1 OS=Mus musculus OX=10090 GN=Klc1 PE=1 SV=3","sp|O88447|KLC1_MOUSE","61 kDa",7,0.99456483,0,236162.2,189012.6,284229.1,417688.5,265422.2,367682.2,629950.5,164543.2,273624.4,180258.2,111484.3,186027.9,130199,106009.3,128853.9,218678,216326.3,157458.6,179675.1,109938.5,122290,123853.9,318070.5,107637.8,228806.1,243445.7,62385.62,37672.14,192043.9,57774.53,45638.04,118032.1,199112.5,180468.2,152580.1,189347.2
"2519","sp|Q6R0H7|GNAS1_MOUSE Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas OS=Mus musculus OX=10090 GN=Gnas PE=1 SV=1","sp|Q6R0H7|GNAS1_MOUSE","122 kDa",7,0.9945625,0,2467422,3051084,1859366,10302140,5735095,6638072,12064390,3493038,3147252,936807,1730447,4207895,3065900,1355971,2078322,3391927,3924022,1822377,3824212,3171436,2005648,3567064,3196273,1912172,3216400,2890286,1976516,2663202,2190159,1859786,2519685,2544114,1917670,2989331,2581723,2261578
"2520","sp|Q8BK72|RT27_MOUSE 28S ribosomal protein S27, mitochondrial OS=Mus musculus OX=10090 GN=Mrps27 PE=1 SV=2","sp|Q8BK72|RT27_MOUSE","48 kDa",7,0.99455077,0,2664088,3643703,2509208,5982972,4946226,3599388,6401371,3369164,3514586,1464651,2322786,4170693,3539431,1940912,2866646,2031706,3429325,1837764,3926819,4259960,3413563,3169643,4658267,3397880,3737406,2714847,2231467,3227692,3466253,1895030,4212171,2232716,2351449,2580935,3594285,2644100
"2521","sp|P52792|HXK4_MOUSE Glucokinase OS=Mus musculus OX=10090 GN=Gck PE=1 SV=1","sp|P52792|HXK4_MOUSE","52 kDa",2,0.99454143,0,643138.2,840022,1109425,1557218,1014152,1534915,1501992,964920.1,853048.1,825713,953924.8,970436.4,1149817,870130.2,792757.5,1135586,2079221,1458049,836963.7,943849.2,698144,441703.3,518895.4,671306,1113841,809713.5,534794.7,1024123,1018797,838696.8,814619.8,681128.5,480309.2,558363.2,323022,299447.5
"2522","sp|Q9EP89|LACTB_MOUSE Serine beta-lactamase-like protein LACTB, mitochondrial OS=Mus musculus OX=10090 GN=Lactb PE=1 SV=1","sp|Q9EP89|LACTB_MOUSE","61 kDa",3,0.99452247,0,1214731,1235035,1151728,2727494,2144881,1680766,2694547,1748247,1518498,844029.7,824997.1,2110355,1350241,706804.7,719451.1,1597605,1142205,642241.3,1757599,1381777,724367.8,2285349,2058159,1331314,1882560,1707787,1413532,1346542,811833.1,998649.3,1378262,1260199,880489.3,1366880,1780638,1305685
"2523","sp|Q9DAZ9|ANCHR_MOUSE Abscission/NoCut checkpoint regulator OS=Mus musculus OX=10090 GN=Zfyve19 PE=1 SV=2","sp|Q9DAZ9|ANCHR_MOUSE","43 kDa",2,0.99449198,0,44256.69,107535.4,140033.9,173910,85940.6,188644.2,133376.7,612176.5,78834.29,45635.94,94290.36,72970.97,101401.4,49270.17,126396,84844.12,110577.2,39229.58,45286.64,72547.17,694148.8,0,31831.26,125399.9,64340.31,84617.5,130697.6,51953.95,148945.5,143848.6,266683.3,76136.31,24656.45,111116.9,95559.05,112670.6
"2524","sp|Q3UYI5|RGL3_MOUSE Ral guanine nucleotide dissociation stimulator-like 3 OS=Mus musculus OX=10090 GN=Rgl3 PE=1 SV=2","sp|Q3UYI5|RGL3_MOUSE","78 kDa",2,0.9944739,0,8825179,14929840,7903692,17631210,14434960,9065898,14653870,15463020,11402110,6548504,11790090,22302810,15802110,13752430,15744430,16642610,17801080,13312880,15697100,13581700,15312810,13834620,18692280,7779473,14105790,18283270,10865960,12798540,11236430,11385880,11817480,9856374,10913780,11570440,11361800,9034071
"2525","sp|Q8K370|ACD10_MOUSE Acyl-CoA dehydrogenase family member 10 OS=Mus musculus OX=10090 GN=Acad10 PE=1 SV=1","sp|Q8K370|ACD10_MOUSE","119 kDa",17,0.99446136,0,14483180,14842590,7358687,58273100,35010360,35613940,68229020,16440110,13877600,3251116,6755857,20302700,19409200,6097690,9760507,21061930,16299700,8147182,19519780,16820820,8946281,19740630,19681920,10958990,12782450,10333980,6409008,7972616,6139596,4485931,9007359,6264129,5686077,12102320,11332480,8663676
"2526","sp|Q08879|FBLN1_MOUSE Fibulin-1 OS=Mus musculus OX=10090 GN=Fbln1 PE=1 SV=2","sp|Q08879|FBLN1_MOUSE","78 kDa",3,0.99442214,0,3552911,2827174,2840061,5396740,3297676,1882095,2975222,3697667,3800687,1643616,2379770,4521296,3793595,2121633,2452728,2718015,3066994,2029998,2802056,3149848,1893287,6626218,4714904,3380257,3519776,2839116,2200661,3590830,3200853,2224607,3866465,3013410,2349836,2897476,3057778,2189771
"2527","sp|Q8VBT9|ASPC1_MOUSE Tether containing UBX domain for GLUT4 OS=Mus musculus OX=10090 GN=Aspscr1 PE=1 SV=1","sp|Q8VBT9|ASPC1_MOUSE","60 kDa",2,0.99441799,0,287488.9,155932.9,349034.3,299977.3,583152.1,226370.7,565366.8,336778,432825.6,177233.2,182462.5,626839.5,353920.6,168088,260720,467605.3,528150.1,198097.9,387489.3,414506,289733.7,178034.6,469368.1,475676.2,288456.1,240233.4,197767.5,235171.7,300902,206312.5,196361.8,188952.6,111798.3,238970.6,270688.8,286206.1
"2528","Group of sp|Q9EPV8|UBL5_MOUSE Ubiquitin-like protein 5 OS=Mus musculus OX=10090 GN=Ubl5 PE=1 SV=1","sp|Q9EPV8|UBL5_MOUSE (+1)","0",2,0.99441629,0,992798.2,1143352,1014072,2463013,2039123,1388063,2548134,982196.7,1334142,280940.7,941068.8,1796986,1244798,1548786,1113864,652728.5,1206959,824800.5,998084.8,1254831,1095580,1802743,1554154,2055831,1084997,985619,906079.3,668025.2,676812.9,620883.7,666847.6,916938.8,721228.3,939277.8,1232656,1056480
"2528.1","sp|Q9EPV8|UBL5_MOUSE Ubiquitin-like protein 5 OS=Mus musculus OX=10090 GN=Ubl5 PE=1 SV=1","sp|Q9EPV8|UBL5_MOUSE","9 kDa",2,0.99441629,0,992798.2,1143352,1014072,2463013,2039123,1388063,2548134,982196.7,1334142,280940.7,941068.8,1796986,1244798,1548786,1113864,652728.5,1206959,824800.5,998084.8,1254831,1095580,1802743,1554154,2055831,1084997,985619,906079.3,668025.2,676812.9,620883.7,666847.6,916938.8,721228.3,939277.8,1232656,1056480
"2528.2","tr|A0A1Y7VKT9|A0A1Y7VKT9_MOUSE Predicted gene 16381 OS=Mus musculus OX=10090 GN=Gm16381 PE=4 SV=1","tr|A0A1Y7VKT9|A0A1Y7VKT9_MOUSE","9 kDa",2,0.99441629,0,992798.2,1143352,1014072,2463013,2039123,1388063,2548134,982196.7,1334142,280940.7,941068.8,1796986,1244798,1548786,1113864,652728.5,1206959,824800.5,998084.8,1254831,1095580,1802743,1554154,2055831,1084997,985619,906079.3,668025.2,676812.9,620883.7,666847.6,916938.8,721228.3,939277.8,1232656,1056480
"2529","sp|P47856|GFPT1_MOUSE Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1 OS=Mus musculus OX=10090 GN=Gfpt1 PE=1 SV=3","sp|P47856|GFPT1_MOUSE","79 kDa",2,0.99440927,0,456882.8,79671.99,103599.9,321230.9,1653865,89986.11,100636.3,33816.38,377830.3,38811.52,401532,469017.3,456265.2,29920.76,165539.1,326546.9,237943.3,488831.2,339274.7,421857.7,379108.1,297926.2,877899.4,102611.7,181471.2,193114.7,444747.7,86653.88,347843.8,1122852,189838,36368.64,474405.1,71294.1,203391.6,51204.28
"2530","sp|Q6PDY2|AEDO_MOUSE 2-aminoethanethiol dioxygenase OS=Mus musculus OX=10090 GN=Ado PE=1 SV=2","sp|Q6PDY2|AEDO_MOUSE","28 kDa",2,0.99440316,0,1367343,1310196,1493056,3354348,2413928,973130.5,3492617,1723191,1587869,842975.8,1313092,982573.1,2531873,901609.6,981735.2,1430111,1501862,1946920,1311707,884258,681200.3,1740811,2762439,1219955,1594076,1416049,1649019,1098673,1770910,1453925,1302131,2752799,552593.7,1133401,852794.3,1311900
"2531","tr|B1AR69|B1AR69_MOUSE Myosin, heavy polypeptide 13, skeletal muscle OS=Mus musculus OX=10090 GN=Myh13 PE=1 SV=1","tr|B1AR69|B1AR69_MOUSE","224 kDa",25,0.99437711,0,53806290,52366060,40875950,97360830,78604130,30531210,76340800,42603480,39772790,15602150,26838490,82850000,72140020,36429590,34344650,167878300,154842100,81241180,68524660,57584030,35326060,33184740,32143270,17310740,30442080,27438730,18582270,21246540,18460800,14417670,17134730,17523580,13727870,26660310,23455700,18940560
"2532","sp|Q9QZF2|GPC1_MOUSE Glypican-1 OS=Mus musculus OX=10090 GN=Gpc1 PE=1 SV=1","sp|Q9QZF2|GPC1_MOUSE","61 kDa",7,0.99436798,0,773258.6,749654.7,819253.5,1620166,1330405,1044471,1983455,1018450,990274.7,351290,596932.4,1007670,548393,636397,794453.1,846701,1230643,979688.3,622433.1,1088315,1098653,1152569,948892.9,1527197,537530.3,737092.9,1146798,811408.9,1237921,900772.5,802377.8,755505.7,1468184,574734.3,1203584,2054265
"2533","sp|P35279|RAB6A_MOUSE Ras-related protein Rab-6A OS=Mus musculus OX=10090 GN=Rab6a PE=1 SV=4","sp|P35279|RAB6A_MOUSE","24 kDa",7,0.99435213,0,202883.7,183485.9,37908.56,1429759,574928.7,82363.13,1709040,325991.7,160342.5,142515.8,276511,220869.7,81808.5,145031.6,436534.4,374075.6,379601.2,298510.3,254227.2,67428,195204.4,221477.1,662371.5,476270.4,392255.3,47536.4,315179.9,19265,284416.8,142597.8,396154.5,187792.3,196992.1,94817.64,110961.2,524102.4
"2534","sp|Q64338|PDE1C_MOUSE Calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1C OS=Mus musculus OX=10090 GN=Pde1c PE=1 SV=2","sp|Q64338|PDE1C_MOUSE","80 kDa",3,0.99433172,0,147219.5,163974.9,143469.6,310220.6,279994,130080.2,341152.1,245456,231894.6,54045.49,211373.9,214695.2,152915.7,89843.26,167771.1,165451.4,122849,132793.3,259686.1,206270.9,159789.4,133197.2,62606.7,61855.59,104619.7,133849.6,69510.06,128912.7,89271.08,115844.8,84104.36,74371.01,61650.83,129064.5,85814.82,108950.6
"2535","sp|Q8CGU1|CACO1_MOUSE Calcium-binding and coiled-coil domain-containing protein 1 OS=Mus musculus OX=10090 GN=Calcoco1 PE=1 SV=2","sp|Q8CGU1|CACO1_MOUSE","77 kDa",3,0.99428898,0,892554.9,851526.5,1059668,1538924,930200.2,1041363,1720850,498280.1,755812.6,484456.3,754549,1125889,1087969,580616.4,785041.6,581095.4,686767.3,542981.6,707826.7,740882.9,522225.8,1147824,1199162,1130152,862513.2,940239.4,628773.7,608891.9,873999.4,594494,898655.5,981633.9,591543.2,1097375,981411.9,647425.3
"2536","sp|Q920A7|AFG31_MOUSE AFG3-like protein 1 OS=Mus musculus OX=10090 GN=Afg3l1 PE=1 SV=2","sp|Q920A7|AFG31_MOUSE","87 kDa",5,0.99428868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2537","sp|Q8K2M0|RM38_MOUSE 39S ribosomal protein L38, mitochondrial OS=Mus musculus OX=10090 GN=Mrpl38 PE=1 SV=2","sp|Q8K2M0|RM38_MOUSE","45 kDa",2,0.99428771,0,1833858,1662908,1469710,3530656,2677780,1172497,2923585,2276044,2231783,692325.1,1066818,2547004,2213356,1045154,1466732,1637803,1466946,934821.9,2572679,1916835,1311949,2442993,2160953,1597326,2238750,1885675,1323400,2000359,1758203,1195009,2156170,1778986,1269315,1905079,1571716,1368276
"2538","sp|P47915|RL29_MOUSE 60S ribosomal protein L29 OS=Mus musculus OX=10090 GN=Rpl29 PE=1 SV=2","sp|P47915|RL29_MOUSE","18 kDa",2,0.99426329,0,866091.7,1146695,789211.5,1374434,667196.9,1843233,3129709,794287.4,1183257,1426922,1073997,1401185,1140542,2233226,1697435,1738485,1078281,1701065,1191911,1458177,1994659,1389791,156647.3,2135789,1042602,1190773,2158830,387934.6,874098.3,1401489,842768.5,747636.7,2124682,736400.5,1329927,1859319
"2539","sp|O54734|OST48_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=1 SV=2","sp|O54734|OST48_MOUSE","49 kDa",5,0.99422629,0,252168,132921.4,177731.3,143755.4,266485.7,23252.38,89528.15,160701,194772.8,8468.81,128793.2,246501.7,165295.4,82320.01,89929.61,151510.9,353013.6,61581.76,232432.2,292039.3,98940.63,232144,355053.6,31088.89,126806,119566.5,61267.88,128734.1,268252.1,66038.77,216361.4,273745.8,94547.45,148168.7,346937.9,360601.7
"2540","sp|P19137|LAMA1_MOUSE Laminin subunit alpha-1 OS=Mus musculus OX=10090 GN=Lama1 PE=1 SV=2","sp|P19137|LAMA1_MOUSE","338 kDa",2,0.99422567,0,4617757,7474208,11330510,5344261,3871329,8343570,7421921,4774369,4231384,5890033,5502107,5562136,4558666,9412982,8132614,4251969,4663875,7816641,4638373,4717571,8178191,4940321,1496535,8205822,5139381,5395608,11220290,4287189,7081462,10138250,7492950,9163038,13344620,5315457,8169881,12432400
"2541","sp|Q9EQQ9|OGA_MOUSE Protein O-GlcNAcase OS=Mus musculus OX=10090 GN=Oga PE=1 SV=2","sp|Q9EQQ9|OGA_MOUSE","103 kDa",7,0.99422309,0,1921555,1821491,2120289,3788779,3033607,3203803,3881915,2585921,2088143,1184900,1875350,2200434,2417747,1470614,1865330,1686700,2335670,1728745,1692001,1944261,1576648,2364305,2291429,1998104,2083103,1920711,1637283,1450207,1526708,1273639,1266837,1508820,1039523,1877138,1739852,1628189
"2542","sp|Q80X71|T106B_MOUSE Transmembrane protein 106B OS=Mus musculus OX=10090 GN=Tmem106b PE=1 SV=1","sp|Q80X71|T106B_MOUSE","31 kDa",2,0.99420899,0,741548.6,534305.8,530034.6,541937.5,619027.4,995316.1,1539854,613497.4,511258.5,360750.6,376225.7,482954.3,294425.6,429470.8,489942.9,411816,88741.99,419815.8,674722.1,733782.3,514122.1,386093.8,914692.5,1123858,662069.8,753571.2,528844.6,673961.7,460110.7,647164.4,968585.3,741192,692824,971183.6,890267.6,1041100
"2543","sp|O55106|STRN_MOUSE Striatin OS=Mus musculus OX=10090 GN=Strn PE=1 SV=2","sp|O55106|STRN_MOUSE","86 kDa",2,0.99415473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2544","sp|Q6GQT9|NOMO1_MOUSE Nodal modulator 1 OS=Mus musculus OX=10090 GN=Nomo1 PE=1 SV=1","sp|Q6GQT9|NOMO1_MOUSE","133 kDa",4,0.99413285,0,419338.1,600774.3,388008.3,707541.6,772815.5,460051.1,645705.9,531679.4,582057,99749.76,275325.9,686294,894480.7,276909.3,386293.1,944896.5,880107.5,517495.2,611162.4,860453.1,409738.1,877242.2,1030349,721579.2,504270.9,604226.7,297290.6,442522.2,359087.7,269335.5,417499.6,444443.6,248854.8,697631.4,663424.7,332276.1
"2545","sp|Q3U2I3|F16A2_MOUSE FTS and Hook-interacting protein OS=Mus musculus OX=10090 GN=Fam160a2 PE=1 SV=2","sp|Q3U2I3|F16A2_MOUSE","107 kDa",2,0.99412599,0,384386.2,499319,413461.5,898928.9,753537.3,1256482,1119394,287522.3,233632.2,468144.2,425974.9,552026.7,567295,376766.4,383332.6,483700.5,634586.3,382459.4,443427.8,463430,380469.1,621879.1,386956.6,645206.3,393671.8,558589.4,373560.1,270867.5,38300.11,432420,470654.6,439152.9,474360.3,257552.2,421242.1,470748.1
"2546","sp|Q8BGP6|S2540_MOUSE Solute carrier family 25 member 40 OS=Mus musculus OX=10090 GN=Slc25a40 PE=1 SV=1","sp|Q8BGP6|S2540_MOUSE","38 kDa",2,0.99412489,0,29422.91,55104.32,48470.74,92152.09,235795.9,15992.05,83717.32,62814.57,101006.4,17052.41,139328.4,154711.6,72659.49,43446.78,68641.53,101273.7,24755.43,73835.33,151948.2,94998.43,93404.01,154072.1,102621.3,85277.47,160866,58769.52,21654.68,62628.64,104715.4,51374.74,92830.15,43480.52,0,12421.71,84870.77,40638.11
"2547","tr|Q6NXL1|Q6NXL1_MOUSE Sec24-related gene family, member D (S. cerevisiae) OS=Mus musculus OX=10090 GN=Sec24d PE=1 SV=1","tr|Q6NXL1|Q6NXL1_MOUSE","113 kDa",2,0.99411595,0,60975.62,264861.3,171986,184962.5,70672.94,31267.72,419474.9,221937.2,197046,103127.5,125507.6,116751.9,119714,122990,275390.9,55004.7,101199.2,104745.9,118180.9,73566.91,156529.4,210927.8,220325,752493.1,399335.1,102986.7,63222.32,94419.02,152518.8,136339.2,47380.34,299417.6,107946.2,296732.4,247879.9,112745.8
"2548","sp|P09470|ACE_MOUSE Angiotensin-converting enzyme OS=Mus musculus OX=10090 GN=Ace PE=1 SV=3","sp|P09470|ACE_MOUSE","151 kDa",3,0.99411028,0,1990670,1381934,1621557,2428426,2755623,2044490,4728601,3345421,1052072,637692.3,1723851,2259292,2592642,467517,2043260,2053863,1910066,1192418,2039842,1780864,1421000,2090816,2112057,1423625,2341748,1982436,1357058,2202776,1617088,1475506,2148308,1376642,4579626,1543510,1451083,1570858
"2549","tr|A0A075B5T2|A0A075B5T2_MOUSE Immunoglobulin heavy variable 6-3 (Fragment) OS=Mus musculus OX=10090 GN=Ighv6-3 PE=4 SV=7","tr|A0A075B5T2|A0A075B5T2_MOUSE","13 kDa",4,0.99410683,0,103555.3,299873.9,260936.5,317487.5,243564.4,82078.14,457187.9,1158484,620431.9,622890.4,606631.1,226802.9,254238.3,316362.2,215521.6,246213.1,174072.5,376633.3,606156.4,562880,547220.7,143411.3,198572.8,248109.5,148879.8,166487.7,531689.3,675217.1,561177.4,743933.9,93260.14,265706.2,411044.9,282142.2,410595.6,173598.3
"2550","sp|D3Z4S3|PTRD1_MOUSE Putative peptidyl-tRNA hydrolase PTRHD1 OS=Mus musculus OX=10090 GN=Ptrhd1 PE=1 SV=1","sp|D3Z4S3|PTRD1_MOUSE","16 kDa",2,0.9941024,0,1242533,1791665,1663045,2749208,1818442,2381280,4590339,1483500,1671421,632810,1418014,2109237,1901211,1408579,1115291,1474709,1880141,1387914,1218944,1317390,1175649,1686439,2554768,2183301,1913655,1795105,2313240,2184659,1088812,2051618,1317137,1748700,1323919,2204235,2273613,1693207
"2551","sp|Q9D0F3|LMAN1_MOUSE Protein ERGIC-53 OS=Mus musculus OX=10090 GN=Lman1 PE=1 SV=1","sp|Q9D0F3|LMAN1_MOUSE","58 kDa",3,0.99410109,0,1953339,2202803,2385305,3437913,2974882,1717128,2447254,2679109,2109290,1004328,1208682,2176186,2059787,1285118,1707403,2431332,2935895,1703532,2503929,1700134,1536630,2800356,2586887,2360230,1914567,2513253,1833598,2200523,1860430,1370486,2707034,1473423,1731097,1997367,2478268,1556451
"2552","sp|Q6P5H2|NEST_MOUSE Nestin OS=Mus musculus OX=10090 GN=Nes PE=1 SV=1","sp|Q6P5H2|NEST_MOUSE","207 kDa",2,0.99408789,0,153603.9,34952.71,244396.2,576574.8,255469.2,639718.3,783771.3,243354.6,173939,97703.39,274682.1,57599.21,104633.9,184888,469501.1,554588.5,201324.6,240383.2,260715.2,422700.1,144999.2,122591.8,235818.6,299438.7,206683,166531.4,188119.8,195016.1,59910.97,152611.9,197934.8,168615.6,42200.78,175251.9,150461.3,165220.6
"2553","DECOY_sp|O88569|ROA2_MOUSE","DECOY_sp|O88569|ROA2_MOUSE","0",2,0.99406295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2554","sp|Q7TT37|ELP1_MOUSE Elongator complex protein 1 OS=Mus musculus OX=10090 GN=Elp1 PE=1 SV=2","sp|Q7TT37|ELP1_MOUSE","150 kDa",2,0.99406185,0,231676.8,144563.1,134985.8,433374.4,227961.5,129267.1,289574.6,147874.7,241977.1,125698,40450.29,163820.4,434380.5,17459.84,247180.9,173246.8,214663.4,64747.65,67801.12,127079.3,51921.62,284048.2,474866.3,77600.57,373449.8,358891.4,235436.3,218854.6,223213.1,99327.03,254416.2,265213.4,46397.43,250063.2,329941.1,86121.58
"2555","sp|Q8BFU3|RN214_MOUSE RING finger protein 214 OS=Mus musculus OX=10090 GN=Rnf214 PE=1 SV=1","sp|Q8BFU3|RN214_MOUSE","74 kDa",3,0.99399333,0,42392.62,113201.1,135662,285102.4,62013.97,309471.1,468938.5,127799.5,55250.2,21361.69,37242.61,152742.2,152883.1,117849.9,122298.6,117999.3,52104.14,92365.22,43310.51,123011.9,59324.8,67914.51,100205.1,132347.7,137639.4,124954.3,225883.6,48273.86,104412.5,88328.57,89410.27,56447.49,66300.53,28460.92,66463.43,98545.24
"2556","sp|Q9DAS9|GBG12_MOUSE Guanine nucleotide-binding protein G(I)/G(S)/G(O) subunit gamma-12 OS=Mus musculus OX=10090 GN=Gng12 PE=1 SV=3","sp|Q9DAS9|GBG12_MOUSE","8 kDa",2,0.99399209,0,253133.1,223169.7,411432.3,359665.4,557849.7,451777.8,642352.8,137114.5,340358.5,379398.3,536312.4,453946.7,298947.9,293388.8,493419.5,335755.3,361926.2,539567.3,337955.9,408322.1,448375.5,307936.4,220710.7,433081.4,327349.9,257959.2,416664.7,247236.5,251442.3,273909.9,332036.9,472304.4,365440.1,291695.1,339572.8,370574.3
"2557","sp|P51437|CAMP_MOUSE Cathelicidin antimicrobial peptide OS=Mus musculus OX=10090 GN=Camp PE=1 SV=2","sp|P51437|CAMP_MOUSE","19 kDa",2,0.99398692,0,234213.4,236701.1,251170.5,47253.68,77736.08,29105.46,61390.5,133682.4,134571.6,15383.73,116844.3,29750.42,33648.01,90741.83,32470.82,71015.27,88374.94,18158.2,88539.75,86281.72,59403.14,279787.2,224725.6,104048.8,450441.5,230173.5,211709.7,1109785,913433.9,751698.7,501531.1,369268.5,261810.1,366280.4,284671.1,186891.4
"2558","sp|Q9D281|NXP20_MOUSE Protein Noxp20 OS=Mus musculus OX=10090 GN=Fam114a1 PE=1 SV=1","sp|Q9D281|NXP20_MOUSE","61 kDa",4,0.99398253,0,1506758,740181.2,1334655,2152057,2596496,2390987,2576750,2456676,1363000,552366.2,779642.1,1696172,1782202,1813714,553252.3,1084556,1302863,579913.7,1530891,1327802,464832.9,1642613,1460019,1920945,1574266,1981405,1184336,1292727,1159331,557274.2,1570436,551249,898150.5,682006.3,735444.6,1606872
"2559","sp|Q9CZA6|NDE1_MOUSE Nuclear distribution protein nudE homolog 1 OS=Mus musculus OX=10090 GN=Nde1 PE=1 SV=1","sp|Q9CZA6|NDE1_MOUSE","39 kDa",3,0.99396726,0,49610.52,84805.47,93268.23,102035.5,118122.2,229749.1,235144.4,140888.4,133850.7,67806.7,130503.3,145407.1,113412,58589.06,46999.31,44740.62,76466.55,63400.97,66472.84,75240.22,99491.41,205948.6,79690.54,107457.4,141159.1,89675.82,43044.51,95455.97,70739.86,57573.85,87288.99,102010.8,49059.32,92110.62,65684.72,140632.5
